S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
12842,19/07/2020,Kerala,11659,6420,5199,40
12843,20/07/2020,Kerala,12480,7067,5371,42
12844,21/07/2020,Kerala,13274,7615,5616,43
12845,22/07/2020,Kerala,13994,8060,5890,44
12846,23/07/2020,Kerala,15032,8825,6162,45
12847,24/07/2020,Kerala,16110,9466,6594,50
12848,25/07/2020,Kerala,16995,9379,7562,54
12849,26/07/2020,Kerala,18098,9428,8611,59
12850,27/07/2020,Kerala,19025,9664,9300,61
12851,28/07/2020,Kerala,19727,9619,10045,63
12852,29/07/2020,Kerala,20894,10103,10724,67
12853,30/07/2020,Kerala,21797,10364,11365,68
12854,31/07/2020,Kerala,22303,10074,12159,70
12855,01/08/2020,Kerala,23613,10517,13023,73
12856,02/08/2020,Kerala,24742,10886,13775,81
12857,03/08/2020,Kerala,25911,11366,14463,82
12858,04/08/2020,Kerala,26873,11511,15278,84
12859,05/08/2020,Kerala,27956,11570,16299,87
12860,06/08/2020,Kerala,29151,11524,17533,94
12861,07/08/2020,Kerala,30449,12019,18333,97
12862,08/08/2020,Kerala,31700,12451,19147,102
12863,09/08/2020,Kerala,33120,12152,20862,106
12864,10/08/2020,Kerala,34331,12391,21832,108
12865,11/08/2020,Kerala,35515,12784,22616,115
12866,12/08/2020,Kerala,36932,12770,24042,120
12867,13/08/2020,Kerala,38144,13096,24922,126
12868,14/08/2020,Kerala,39708,13891,25688,129
12869,15/08/2020,Kerala,41277,14146,26992,139
12870,16/08/2020,Kerala,42885,14944,27795,146
12871,17/08/2020,Kerala,44415,15365,28894,156
12872,18/08/2020,Kerala,46140,15946,30025,169
12873,19/08/2020,Kerala,47898,16333,31390,175
12874,20/08/2020,Kerala,50231,17442,32607,182
12875,21/08/2020,Kerala,52199,18184,33824,191
12876,22/08/2020,Kerala,54182,18736,35243,203
12877,23/08/2020,Kerala,56354,19601,36535,218
12878,24/08/2020,Kerala,58262,20394,37645,223
12879,25/08/2020,Kerala,59504,20387,38883,234
12880,26/08/2020,Kerala,61879,21296,40339,244
12881,27/08/2020,Kerala,64355,22408,41690,257
12882,28/08/2020,Kerala,66761,22737,43757,267
12883,29/08/2020,Kerala,69304,23176,45854,274
12884,30/08/2020,Kerala,71701,23342,48079,280
12885,31/08/2020,Kerala,73855,23719,49849,287
12886,01/09/2020,Kerala,75385,23553,51538,294
12887,02/09/2020,Kerala,76525,22578,53649,298
12888,03/09/2020,Kerala,78072,21989,55778,305
12889,04/09/2020,Kerala,79625,21582,57728,315
12890,05/09/2020,Kerala,82104,21334,60444,326
12891,06/09/2020,Kerala,84759,21867,62555,337
12892,07/09/2020,Kerala,87841,22743,64751,347
12893,08/09/2020,Kerala,89489,22133,66997,359
12894,09/09/2020,Kerala,92515,23280,68863,372
12895,10/09/2020,Kerala,95917,24616,70917,384
12896,11/09/2020,Kerala,99266,26292,72578,396
12897,12/09/2020,Kerala,102254,27944,73900,410
12898,13/09/2020,Kerala,105139,28870,75844,425
12899,14/09/2020,Kerala,108278,30140,77699,439
12900,15/09/2020,Kerala,110818,30555,79809,454
12901,16/09/2020,Kerala,114033,31226,82341,466
12902,17/09/2020,Kerala,117863,32775,84608,480
12903,18/09/2020,Kerala,122214,34380,87345,489
12904,19/09/2020,Kerala,126381,35795,90085,501
12905,20/09/2020,Kerala,131005,37535,92951,519
12906,21/09/2020,Kerala,135721,39484,95702,535
12907,22/09/2020,Kerala,138631,39354,98724,553
12908,23/09/2020,Kerala,142756,40453,101731,572
12909,24/09/2020,Kerala,148132,42858,104682,592
12910,25/09/2020,Kerala,154456,45993,107850,613
12911,26/09/2020,Kerala,160933,48967,111331,635
12912,27/09/2020,Kerala,167939,52753,114530,656
12913,28/09/2020,Kerala,175384,56786,117921,677
12914,29/09/2020,Kerala,179922,57957,121268,697
12915,30/09/2020,Kerala,187276,61869,124688,719
12916,01/10/2020,Kerala,196106,67140,128224,742
12917,02/10/2020,Kerala,204241,72418,131052,771
12918,03/10/2020,Kerala,213499,77564,135144,791
12919,04/10/2020,Kerala,221333,80900,139620,813
12920,05/10/2020,Kerala,229886,84579,144471,836
12921,06/10/2020,Kerala,234928,84958,149111,859
12922,07/10/2020,Kerala,242799,87823,154092,884
12923,08/10/2020,Kerala,253405,92246,160253,906
12924,09/10/2020,Kerala,258850,90664,167256,930
12925,10/10/2020,Kerala,268100,91841,175304,955
12926,11/10/2020,Kerala,279855,96003,182874,978
12927,12/10/2020,Kerala,289202,96401,191798,1003
12928,13/10/2020,Kerala,295132,94473,199634,1025
12929,14/10/2020,Kerala,303896,95493,207357,1046
12930,15/10/2020,Kerala,310140,93925,215149,1066
12931,16/10/2020,Kerala,317929,94609,222231,1089
12932,17/10/2020,Kerala,325212,95101,228998,1113
12933,18/10/2020,Kerala,334228,96100,236989,1139
12934,19/10/2020,Kerala,341859,95299,245399,1161
12935,20/10/2020,Kerala,346881,92831,252868,1182
12936,21/10/2020,Kerala,353472,92023,260243,1206
12937,22/10/2020,Kerala,361841,93527,267082,1232
12938,23/10/2020,Kerala,369323,93393,274675,1255
12939,24/10/2020,Kerala,377834,95760,280793,1281
12940,25/10/2020,Kerala,386087,97520,287261,1306
12941,26/10/2020,Kerala,392930,96688,294910,1332
12942,27/10/2020,Kerala,397217,93848,302017,1352
12943,28/10/2020,Kerala,402674,92266,309032,1376
12944,29/10/2020,Kerala,411464,93369,316692,1403
12945,30/10/2020,Kerala,418484,91889,325166,1429
12946,31/10/2020,Kerala,425122,90671,332994,1457
12947,01/11/2020,Kerala,433105,91297,340324,1484
12948,02/11/2020,Kerala,440130,89783,348835,1512
12949,03/11/2020,Kerala,444268,86792,355943,1533
12950,04/11/2020,Kerala,451130,84826,364745,1559
12951,05/11/2020,Kerala,459646,85108,372951,1587
12952,06/11/2020,Kerala,466466,84203,380650,1613
12953,07/11/2020,Kerala,473468,83324,388504,1640
12954,08/11/2020,Kerala,480669,83377,395624,1668
12955,09/11/2020,Kerala,486109,81940,402477,1692
12956,10/11/2020,Kerala,489702,79528,408460,1714
12957,11/11/2020,Kerala,495712,78812,415158,1742
12958,12/11/2020,Kerala,502719,78538,422410,1771
12959,13/11/2020,Kerala,508256,77931,428529,1796
12960,14/11/2020,Kerala,514060,77508,434730,1822
12961,15/11/2020,Kerala,520417,77046,441523,1848
12962,16/11/2020,Kerala,524998,74922,448207,1869
12963,17/11/2020,Kerala,527708,71046,454774,1888
12964,18/11/2020,Kerala,533500,70191,461394,1915
12965,19/11/2020,Kerala,539919,69516,468460,1943
12966,20/11/2020,Kerala,545641,68352,475320,1969
12967,21/11/2020,Kerala,551669,67954,481718,1997
12968,22/11/2020,Kerala,557441,66982,488437,2022
12969,23/11/2020,Kerala,562695,65982,494664,2049
12970,24/11/2020,Kerala,566452,64292,500089,2071
12971,25/11/2020,Kerala,571872,64539,505238,2095
12972,26/11/2020,Kerala,578363,65234,511008,2121
12973,27/11/2020,Kerala,583741,64615,516978,2148
12974,28/11/2020,Kerala,587707,64014,521522,2171
12975,29/11/2020,Kerala,593957,64964,526797,2196
12976,30/11/2020,Kerala,599600,64719,532658,2223
12977,01/12/2020,Kerala,602982,62025,538713,2244
12978,02/12/2020,Kerala,608357,61223,544864,2270
12979,03/12/2020,Kerala,614673,61587,550788,2298
12980,04/12/2020,Kerala,620049,61342,556378,2329
12981,05/12/2020,Kerala,625767,61535,561874,2358
12982,06/12/2020,Kerala,631615,61531,567694,2390
12983,07/12/2020,Kerala,636392,61063,572911,2418
12984,08/12/2020,Kerala,639664,59607,577616,2441
12985,09/12/2020,Kerala,644696,59873,582351,2472
12986,10/12/2020,Kerala,649571,60066,586998,2507
12987,11/12/2020,Kerala,654041,59663,591845,2533
12988,12/12/2020,Kerala,658683,59528,596593,2562
12989,13/12/2020,Kerala,664632,60177,601861,2594
12990,14/12/2020,Kerala,669330,59588,607119,2623
12991,15/12/2020,Kerala,672037,57790,611600,2647
12992,17/12/2020,Kerala,683440,58339,622394,2707
12993,18/12/2020,Kerala,688409,58311,627364,2734
12994,19/12/2020,Kerala,693865,59043,632065,2757
12995,20/12/2020,Kerala,700158,60558,636814,2786
12996,21/12/2020,Kerala,705869,61768,641285,2816
12997,22/12/2020,Kerala,709292,60670,645779,2843
12998,23/12/2020,Kerala,715341,61635,650836,2870
12999,24/12/2020,Kerala,721510,62974,655644,2892
13000,25/12/2020,Kerala,726687,63328,660445,2914
13001,26/12/2020,Kerala,732084,64203,664951,2930
13002,27/12/2020,Kerala,735611,63927,668733,2951
13003,28/12/2020,Kerala,740516,65344,672196,2976
13004,29/12/2020,Kerala,743563,64205,676368,2990
13005,30/12/2020,Kerala,749450,65039,681397,3014
13006,31/12/2020,Kerala,755718,65572,687104,3042
13007,03/01/2021,Kerala,771252,65560,702576,3116
13008,04/01/2021,Kerala,775852,65467,707244,3141
13009,05/01/2021,Kerala,778873,63324,712389,3160
13010,06/01/2021,Kerala,784488,63993,717311,3184
13011,07/01/2021,Kerala,790882,65252,722421,3209
13012,08/01/2021,Kerala,795933,64639,728060,3234
13013,09/01/2021,Kerala,801075,64434,733384,3257
13014,10/01/2021,Kerala,806603,64516,738808,3279
13015,11/01/2021,Kerala,811148,64379,743467,3302
13016,12/01/2021,Kerala,814258,63547,747389,3322
13017,13/01/2021,Kerala,819765,64759,751659,3347
13018,14/01/2021,Kerala,825769,65579,756817,3373
13019,15/01/2021,Kerala,831259,66713,761154,3392
13020,16/01/2021,Kerala,836883,67711,765757,3415
13021,17/01/2021,Kerala,842843,68633,770768,3442
13022,18/01/2021,Kerala,847848,69209,775176,3463
13023,19/01/2021,Kerala,851194,68617,779097,3480
13024,20/01/2021,Kerala,857380,70481,783393,3506
13025,21/01/2021,Kerala,864195,69914,790757,3524
13026,22/01/2021,Kerala,870529,69998,796986,3545
13027,23/01/2021,Kerala,877282,70624,803094,3564
13028,24/01/2021,Kerala,884242,72278,808377,3587
13029,25/01/2021,Kerala,890278,73121,813550,3607
13030,27/01/2021,Kerala,899932,71843,824446,3643
13031,28/01/2021,Kerala,905591,72476,829452,3663
13032,29/01/2021,Kerala,911362,72634,835046,3682
13033,30/01/2021,Kerala,917630,72482,841444,3704
13034,31/01/2021,Kerala,923912,71714,848476,3722
13035,01/02/2021,Kerala,929178,71229,854206,3743
13036,02/02/2021,Kerala,932637,69456,859421,3760
13037,03/02/2021,Kerala,938353,69409,865168,3776
13038,04/02/2021,Kerala,944709,69365,871548,3796
13039,05/02/2021,Kerala,950811,69109,877889,3813
13040,06/02/2021,Kerala,956421,68047,884542,3832
13041,07/02/2021,Kerala,962363,67795,890720,3848
13042,08/02/2021,Kerala,968438,67903,896668,3867
13043,09/02/2021,Kerala,972180,65670,902627,3883
13044,10/02/2021,Kerala,977394,64390,909102,3902
13045,11/02/2021,Kerala,983374,64607,914847,3920
13046,12/02/2021,Kerala,988655,64180,920539,3936
13047,13/02/2021,Kerala,994052,64227,925871,3954
13048,14/02/2021,Kerala,999523,63847,931706,3970
13049,15/02/2021,Kerala,1004135,63752,936398,3985
13050,16/02/2021,Kerala,1007019,61550,941471,3998
13051,17/02/2021,Kerala,1011956,61030,946910,4016
13052,18/02/2021,Kerala,1016848,61074,951742,4032
13053,19/02/2021,Kerala,1021432,60451,956935,4046
13054,20/02/2021,Kerala,1025937,60087,961789,4061
13055,21/02/2021,Kerala,1030587,58883,967630,4074
13056,22/02/2021,Kerala,1034657,58593,971975,4089
13057,23/02/2021,Kerala,1036869,55752,977012,4105
13058,24/02/2021,Kerala,1040903,54949,981835,4119
13059,25/02/2021,Kerala,1045009,53153,987720,4136
13060,26/02/2021,Kerala,1048686,52164,992372,4150
13061,27/02/2021,Kerala,1052357,51679,996514,4164
13062,01/03/2021,Kerala,1059403,49709,1005497,4197
13063,02/03/2021,Kerala,1061341,48159,1008972,4210
13064,03/03/2021,Kerala,1064279,47569,1012484,4226
13065,04/03/2021,Kerala,1067044,46288,1016515,4241
13066,06/03/2021,Kerala,1072436,43856,1024309,4271
13067,07/03/2021,Kerala,1075227,43114,1027826,4287
13068,08/03/2021,Kerala,1077327,41162,1031865,4300
13069,09/03/2021,Kerala,1078739,39532,1034895,4312
13070,10/03/2021,Kerala,1081055,37446,1039281,4328
13071,11/03/2021,Kerala,1083530,35715,1043473,4342
13072,13/03/2021,Kerala,1087443,32471,1050603,4369
13073,14/03/2021,Kerala,1089478,31238,1053859,4381
13074,15/03/2021,Kerala,1091270,29777,1057097,4396
13075,16/03/2021,Kerala,1092324,27357,1060560,4407
13076,17/03/2021,Kerala,1094294,26428,1063444,4422
13077,18/03/2021,Kerala,1096392,25698,1066259,4435
13078,19/03/2021,Kerala,1098291,25463,1068378,4450
13079,20/03/2021,Kerala,1100275,25465,1070343,4467
13080,21/03/2021,Kerala,1102353,25317,1072554,4482
13081,22/03/2021,Kerala,1104228,24928,1074805,4495
13082,23/03/2021,Kerala,1105467,24389,1076571,4507
13083,24/03/2021,Kerala,1107452,24192,1078743,4517
13084,25/03/2021,Kerala,1109908,24578,1080803,4527
13085,27/03/2021,Kerala,1113722,24584,1084585,4553
13086,28/03/2021,Kerala,1115777,24541,1086669,4567
13087,29/03/2021,Kerala,1117993,24892,1088522,4579
13088,30/03/2021,Kerala,1119542,24533,1090419,4590
13089,31/03/2021,Kerala,1121931,24960,1092365,4606
13090,01/04/2021,Kerala,1124584,25559,1094404,4621
13091,02/04/2021,Kerala,1127382,26511,1096239,4632
13092,03/04/2021,Kerala,1129890,26718,1098526,4646
13093,04/04/2021,Kerala,1132431,27587,1100186,4658
13094,05/04/2021,Kerala,1135233,28206,1102359,4668
13095,06/04/2021,Kerala,1137590,28685,1104225,4680
13096,07/04/2021,Kerala,1141092,30275,1106123,4694
13097,08/04/2021,Kerala,1144594,31806,1108078,4710
13098,09/04/2021,Kerala,1148947,33936,1110283,4728
13099,10/04/2021,Kerala,1154010,36502,1112758,4750
13100,11/04/2021,Kerala,1160204,40095,1115342,4767
13101,12/04/2021,Kerala,1167190,44707,1117700,4783
13102,13/04/2021,Kerala,1172882,47914,1120174,4794
13103,14/04/2021,Kerala,1180397,52450,1123133,4814
13104,15/04/2021,Kerala,1189175,58564,1125775,4836
13105,16/04/2021,Kerala,1197301,63970,1128475,4856
13106,17/04/2021,Kerala,1207332,70188,1132267,4877
13107,18/04/2021,Kerala,1221167,80342,1135921,4904
13108,19/04/2021,Kerala,1239424,94009,1140486,4929
13109,20/04/2021,Kerala,1253068,103327,1144791,4950
13110,21/04/2021,Kerala,1272645,118996,1148671,4978
13111,22/04/2021,Kerala,1295059,135957,1154102,5000
13112,23/04/2021,Kerala,1322054,156554,1160472,5028
13113,24/04/2021,Kerala,1350501,179311,1166135,5055
13114,25/04/2021,Kerala,1377186,198904,1173202,5080
13115,26/04/2021,Kerala,1405655,219221,1181324,5110
13116,27/04/2021,Kerala,1427545,233140,1189267,5138
13117,28/04/2021,Kerala,1460364,247514,1207680,5170
13118,29/04/2021,Kerala,1495377,266981,1223185,5211
13119,30/04/2021,Kerala,1533984,284424,1244301,5259
13120,01/05/2021,Kerala,1571183,304074,1261801,5308
13121,02/05/2021,Kerala,1606819,324169,1277294,5356
13122,03/05/2021,Kerala,1638778,339783,1293590,5405
13123,04/05/2021,Kerala,1664789,346230,1313109,5450
13124,05/05/2021,Kerala,1701979,357215,1339257,5507
13125,06/05/2021,Kerala,1743932,376004,1362363,5565
13126,07/05/2021,Kerala,1786396,391253,1389515,5628
13127,08/05/2021,Kerala,1824856,402997,1416177,5682
13128,09/05/2021,Kerala,1866827,417448,1443633,5746
13129,10/05/2021,Kerala,1902628,423863,1472951,5814
13130,11/05/2021,Kerala,1930115,420076,1504160,5879
13131,12/05/2021,Kerala,1967405,424309,1537138,5958
13132,13/05/2021,Kerala,2010934,433143,1571738,6053
13133,14/05/2021,Kerala,2010934,433143,1571738,6053
13134,15/05/2021,Kerala,2050889,439268,1605471,6150
13135,16/05/2021,Kerala,2118263,445692,1666232,6339
13136,17/05/2021,Kerala,2147967,441011,1700528,6428
13137,18/05/2021,Kerala,2169369,362675,1800179,6515
13138,19/05/2021,Kerala,2200706,347989,1846105,6612
13139,20/05/2021,Kerala,2233468,332226,1894518,6724
13140,21/05/2021,Kerala,2263959,318220,1938887,6852
13141,22/05/2021,Kerala,2293632,306719,1979919,6994
13142,23/05/2021,Kerala,2322146,289657,2025319,7170
13143,24/05/2021,Kerala,2347966,277973,2062635,7358
13144,25/05/2021,Kerala,2365787,259559,2098674,7554
13145,26/05/2021,Kerala,2395590,255788,2132071,7731
13146,27/05/2021,Kerala,2424388,248910,2167596,7882
13147,28/05/2021,Kerala,2448554,242356,2198135,8063
13148,30/05/2021,Kerala,2494385,233425,2252505,8455
13149,31/05/2021,Kerala,2514279,224120,2281518,8641
13150,01/06/2021,Kerala,2526579,207379,2310385,8815
13151,02/06/2021,Kerala,2546339,202828,2334502,9009
13152,03/06/2021,Kerala,2566000,192568,2364210,9222
13153,04/06/2021,Kerala,2584853,184699,2390779,9375
13154,05/06/2021,Kerala,2601082,174933,2416639,9510
13155,06/06/2021,Kerala,2618410,168049,2440642,9719
13156,07/06/2021,Kerala,2633082,161065,2462071,9946
13157,08/06/2021,Kerala,2642395,148246,2483992,10157
13158,09/06/2021,Kerala,2657962,143670,2504011,10281
13159,10/06/2021,Kerala,2674166,139481,2524248,10437
13160,11/06/2021,Kerala,2688590,135717,2542242,10631
13161,12/06/2021,Kerala,2702823,134422,2557597,10804
13162,13/06/2021,Kerala,2716655,129911,2575769,10975
13163,14/06/2021,Kerala,2728239,123433,2593625,11181
13164,15/06/2021,Kerala,2735958,114248,2610368,11342
13165,16/06/2021,Kerala,2748204,112792,2623904,11508
13166,17/06/2021,Kerala,2761474,110226,2639593,11655
13167,18/06/2021,Kerala,2773943,108993,2653207,11743
13168,19/06/2021,Kerala,2785304,108117,2665354,11833
13169,20/06/2021,Kerala,2797747,107300,2678499,11948
13170,21/06/2021,Kerala,2809394,106376,2690958,12060
13171,22/06/2021,Kerala,2816843,100135,2704554,12154
13172,23/06/2021,Kerala,2829460,100881,2716284,12295
13173,25/06/2021,Kerala,2854325,100308,2741436,12581
13174,26/06/2021,Kerala,2865871,100680,2752492,12699
13175,27/06/2021,Kerala,2877989,101556,2763616,12817
13176,28/06/2021,Kerala,2888894,100048,2775967,12879
13177,29/06/2021,Kerala,2896957,96472,2787496,12989
13178,30/06/2021,Kerala,2910507,99635,2797779,13093
13179,01/07/2021,Kerala,2924165,101343,2809587,13235
13180,02/07/2021,Kerala,2937033,102523,2821151,13359
13181,03/07/2021,Kerala,2949128,104229,2831394,13505
13182,04/07/2021,Kerala,2961584,104035,2843909,13640
13183,05/07/2021,Kerala,2973684,104508,2855460,13716
13184,06/07/2021,Kerala,2981721,101097,2866806,13818
13185,07/07/2021,Kerala,2996094,104577,2877557,13960
13186,08/07/2021,Kerala,3011694,108400,2889186,14108
13187,09/07/2021,Kerala,3025466,110616,2900600,14250
13188,10/07/2021,Kerala,3039029,113595,2911054,14380
13189,11/07/2021,Kerala,3053116,115706,2922921,14489
13190,12/07/2021,Kerala,3065336,115327,2935423,14586
13191,13/07/2021,Kerala,3073134,111578,2946870,14686
13192,14/07/2021,Kerala,3087673,115662,2957201,14810
13193,15/07/2021,Kerala,3103310,118197,2970175,14938
13194,16/07/2021,Kerala,3117083,119513,2982545,15025
13195,17/07/2021,Kerala,3130833,122436,2993242,15155
13196,18/07/2021,Kerala,3146981,125273,3006439,15269
13197,19/07/2021,Kerala,3160937,125535,3020052,15350
13198,21/07/2021,Kerala,3187716,126894,3045310,15512
13199,22/07/2021,Kerala,3205197,130139,3059441,15617
13200,26/07/2021,Kerala,3271530,140779,3114716,16035
13201,27/07/2021,Kerala,3283116,137318,3129628,16170
13202,28/07/2021,Kerala,3305245,145876,3143043,16326
13203,29/07/2021,Kerala,3327301,150040,3160804,16457
13204,30/07/2021,Kerala,3349365,155327,3177453,16585
13205,31/07/2021,Kerala,3370137,161332,3192104,16701
13206,01/08/2021,Kerala,3390761,165011,3208969,16781
13207,02/08/2021,Kerala,3411489,167891,3226761,16837
13208,03/08/2021,Kerala,3425473,165834,3242684,16955
13209,04/08/2021,Kerala,3449149,173736,3258310,17103
13210,05/08/2021,Kerala,3471563,176564,3277788,17211
13211,06/08/2021,Kerala,3493603,178441,3297834,17328
13212,07/08/2021,Kerala,3513551,178722,3317314,17515
13213,08/08/2021,Kerala,3533918,178685,3337579,17654
13214,09/08/2021,Kerala,3552525,177091,3357687,17747
13215,10/08/2021,Kerala,3565574,170031,3377691,17852
13216,11/08/2021,Kerala,3586693,172505,3396184,18004
13217,12/08/2021,Kerala,3610193,176478,3415595,18120
13218,13/08/2021,Kerala,3631638,177040,3436318,18280
13219,14/08/2021,Kerala,3652090,180522,3453174,18394
13220,15/08/2021,Kerala,3671541,180764,3472278,18499
13221,16/08/2021,Kerala,3690123,179155,3492367,18601
13222,17/08/2021,Kerala,3702417,172765,3510909,18743
13223,18/08/2021,Kerala,3724030,175695,3529465,18870
13224,19/08/2021,Kerala,3745457,178212,3548196,19049
13225,20/08/2021,Kerala,3766573,179835,3567492,19246
13226,21/08/2021,Kerala,3786797,182818,3584634,19345
13227,22/08/2021,Kerala,3803903,178995,3605480,19428
13228,23/08/2021,Kerala,3814305,163745,3631066,19494
13229,24/08/2021,Kerala,3827688,155096,3653008,19584
