S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5329,15/06/2020,Chhattisgarh,1662,891,763,8
5330,16/06/2020,Chhattisgarh,1756,858,890,8
5331,17/06/2020,Chhattisgarh,1781,736,1036,9
5332,18/06/2020,Chhattisgarh,1864,674,1180,10
5333,19/06/2020,Chhattisgarh,1946,708,1228,10
5334,20/06/2020,Chhattisgarh,2028,687,1331,10
5335,21/06/2020,Chhattisgarh,2041,636,1394,11
5336,22/06/2020,Chhattisgarh,2275,817,1447,11
5337,23/06/2020,Chhattisgarh,2303,778,1513,12
5338,24/06/2020,Chhattisgarh,2362,797,1553,12
5339,25/06/2020,Chhattisgarh,2419,780,1627,12
5340,26/06/2020,Chhattisgarh,2452,685,1755,12
5341,27/06/2020,Chhattisgarh,2545,618,1914,13
5342,28/06/2020,Chhattisgarh,2545,618,1914,13
5343,29/06/2020,Chhattisgarh,2662,558,2091,13
5344,30/06/2020,Chhattisgarh,2761,575,2173,13
5345,01/07/2020,Chhattisgarh,2860,597,2250,13
5346,02/07/2020,Chhattisgarh,2940,623,2303,14
5347,03/07/2020,Chhattisgarh,3013,614,2385,14
5348,04/07/2020,Chhattisgarh,3065,614,2437,14
5349,05/07/2020,Chhattisgarh,3161,598,2549,14
5350,06/07/2020,Chhattisgarh,3207,592,2601,14
5351,07/07/2020,Chhattisgarh,3305,624,2667,14
5352,08/07/2020,Chhattisgarh,3415,650,2751,14
5353,09/07/2020,Chhattisgarh,3525,676,2835,14
5354,10/07/2020,Chhattisgarh,3675,757,2903,15
5355,11/07/2020,Chhattisgarh,3767,722,3028,17
5356,12/07/2020,Chhattisgarh,3897,810,3070,17
5357,13/07/2020,Chhattisgarh,4059,887,3153,19
5358,14/07/2020,Chhattisgarh,4217,996,3202,19
5359,15/07/2020,Chhattisgarh,4379,1084,3275,20
5360,16/07/2020,Chhattisgarh,4539,1195,3324,20
5361,17/07/2020,Chhattisgarh,4732,1260,3451,21
5362,18/07/2020,Chhattisgarh,4964,1429,3512,23
5363,19/07/2020,Chhattisgarh,5233,1551,3658,24
5364,20/07/2020,Chhattisgarh,5407,1608,3775,24
5365,21/07/2020,Chhattisgarh,5561,1592,3944,25
5366,22/07/2020,Chhattisgarh,5729,1586,4114,29
5367,23/07/2020,Chhattisgarh,5968,1709,4230,29
5368,24/07/2020,Chhattisgarh,6254,1847,4377,30
5369,25/07/2020,Chhattisgarh,6731,2128,4567,36
5370,26/07/2020,Chhattisgarh,7087,2365,4683,39
5371,27/07/2020,Chhattisgarh,7450,2463,4944,43
5372,28/07/2020,Chhattisgarh,7745,2529,5172,44
5373,29/07/2020,Chhattisgarh,8257,2772,5439,46
5374,30/07/2020,Chhattisgarh,8539,2855,5636,48
5375,31/07/2020,Chhattisgarh,8761,2789,5921,51
5376,01/08/2020,Chhattisgarh,9086,2803,6230,53
5377,02/08/2020,Chhattisgarh,9385,2720,6610,55
5378,03/08/2020,Chhattisgarh,9531,2482,6991,58
5379,04/08/2020,Chhattisgarh,9779,2462,7256,61
5380,05/08/2020,Chhattisgarh,10202,2520,7613,69
5381,06/08/2020,Chhattisgarh,10407,2465,7871,71
5382,07/08/2020,Chhattisgarh,10932,2767,8088,77
5383,08/08/2020,Chhattisgarh,11408,3002,8319,87
5384,09/08/2020,Chhattisgarh,11743,3072,8582,89
5385,10/08/2020,Chhattisgarh,12148,3243,8809,96
5386,11/08/2020,Chhattisgarh,12448,3336,9013,99
5387,12/08/2020,Chhattisgarh,12929,3586,9239,104
5388,13/08/2020,Chhattisgarh,13498,3881,9508,109
5389,14/08/2020,Chhattisgarh,13937,4165,9658,114
5390,15/08/2020,Chhattisgarh,14481,4494,9857,130
5391,16/08/2020,Chhattisgarh,14987,4807,10046,134
5392,17/08/2020,Chhattisgarh,15471,5095,10235,141
5393,18/08/2020,Chhattisgarh,16025,5277,10598,150
5394,19/08/2020,Chhattisgarh,16833,5828,10847,158
5395,20/08/2020,Chhattisgarh,17485,6139,11185,161
5396,21/08/2020,Chhattisgarh,18501,6594,11739,168
5397,22/08/2020,Chhattisgarh,19510,7308,12022,180
5398,23/08/2020,Chhattisgarh,20078,7495,12394,189
5399,24/08/2020,Chhattisgarh,20918,7790,12931,197
5400,25/08/2020,Chhattisgarh,22054,8424,13424,206
5401,26/08/2020,Chhattisgarh,23341,9388,13732,221
5402,27/08/2020,Chhattisgarh,24550,10174,14145,231
5403,28/08/2020,Chhattisgarh,25988,11136,14607,245
5404,29/08/2020,Chhattisgarh,27233,11873,15109,251
5405,30/08/2020,Chhattisgarh,28746,12666,15818,262
5406,31/08/2020,Chhattisgarh,30092,13520,16303,269
5407,01/09/2020,Chhattisgarh,31503,14237,16989,277
5408,02/09/2020,Chhattisgarh,33387,15533,17567,287
5409,03/09/2020,Chhattisgarh,35683,17164,18220,299
5410,04/09/2020,Chhattisgarh,37967,18702,18950,315
5411,05/09/2020,Chhattisgarh,40634,20672,19625,337
5412,06/09/2020,Chhattisgarh,43163,22320,20487,356
5413,07/09/2020,Chhattisgarh,45263,23685,21198,380
5414,08/09/2020,Chhattisgarh,47280,24708,22177,395
5415,09/09/2020,Chhattisgarh,50114,26915,22792,407
5416,10/09/2020,Chhattisgarh,52932,28041,24414,477
5417,11/09/2020,Chhattisgarh,55680,29332,25855,493
5418,12/09/2020,Chhattisgarh,58643,31001,27123,519
5419,13/09/2020,Chhattisgarh,61763,33246,27978,539
5420,14/09/2020,Chhattisgarh,63991,31505,31931,555
5421,15/09/2020,Chhattisgarh,67327,33645,33109,573
5422,16/09/2020,Chhattisgarh,70777,35909,34279,589
5423,17/09/2020,Chhattisgarh,73966,37470,35885,611
5424,18/09/2020,Chhattisgarh,77775,36036,41111,628
5425,19/09/2020,Chhattisgarh,81617,36580,44392,645
5426,20/09/2020,Chhattisgarh,84234,37489,46081,664
5427,21/09/2020,Chhattisgarh,86183,37853,47653,677
5428,22/09/2020,Chhattisgarh,88181,37927,49564,690
5429,23/09/2020,Chhattisgarh,90917,38198,52001,718
5430,24/09/2020,Chhattisgarh,93351,35850,56773,728
5431,25/09/2020,Chhattisgarh,95623,36038,58833,752
5432,26/09/2020,Chhattisgarh,98565,30928,66860,777
5433,27/09/2020,Chhattisgarh,102461,30689,70955,817
5434,28/09/2020,Chhattisgarh,104733,31661,72224,848
5435,29/09/2020,Chhattisgarh,108458,33044,74537,877
5436,30/09/2020,Chhattisgarh,110655,31225,78514,916
5437,01/10/2020,Chhattisgarh,113602,30927,81718,957
5438,02/10/2020,Chhattisgarh,116153,30468,84699,986
5439,03/10/2020,Chhattisgarh,118790,29693,88095,1002
5440,04/10/2020,Chhattisgarh,121400,29292,91077,1031
5441,05/10/2020,Chhattisgarh,123324,28548,93731,1045
5442,06/10/2020,Chhattisgarh,126005,27857,97067,1081
5443,07/10/2020,Chhattisgarh,128893,27238,100551,1104
5444,08/10/2020,Chhattisgarh,131739,26777,103828,1134
5445,09/10/2020,Chhattisgarh,134612,27427,106027,1158
5446,10/10/2020,Chhattisgarh,137570,27439,108935,1196
5447,11/10/2020,Chhattisgarh,140258,27369,111654,1235
5448,12/10/2020,Chhattisgarh,142372,27348,113771,1253
5449,13/10/2020,Chhattisgarh,145247,27421,116540,1286
5450,14/10/2020,Chhattisgarh,147866,27208,119352,1306
5451,15/10/2020,Chhattisgarh,150696,27809,121548,1339
5452,16/10/2020,Chhattisgarh,153515,28187,123943,1385
5453,17/10/2020,Chhattisgarh,155987,27693,126869,1425
5454,18/10/2020,Chhattisgarh,158502,27180,129883,1439
5455,19/10/2020,Chhattisgarh,160396,26750,132168,1478
5456,20/10/2020,Chhattisgarh,162772,25979,135259,1534
5457,21/10/2020,Chhattisgarh,165279,25709,137986,1584
5458,22/10/2020,Chhattisgarh,167639,25795,140216,1628
5459,23/10/2020,Chhattisgarh,170130,25238,143212,1680
5460,24/10/2020,Chhattisgarh,172580,24620,146222,1738
5461,25/10/2020,Chhattisgarh,174591,23899,148899,1793
5462,26/10/2020,Chhattisgarh,175959,23743,150398,1818
5463,27/10/2020,Chhattisgarh,177608,22093,153654,1861
5464,28/10/2020,Chhattisgarh,179654,21693,156080,1881
5465,29/10/2020,Chhattisgarh,181583,22167,157480,1936
5466,30/10/2020,Chhattisgarh,183588,22331,159268,1989
5467,31/10/2020,Chhattisgarh,185306,22350,160918,2038
5468,01/11/2020,Chhattisgarh,187270,22090,163079,2101
5469,02/11/2020,Chhattisgarh,188813,22126,164537,2150
5470,03/11/2020,Chhattisgarh,190513,21914,166391,2208
5471,04/11/2020,Chhattisgarh,192237,21770,168201,2266
5472,05/11/2020,Chhattisgarh,194499,22773,169410,2316
5473,06/11/2020,Chhattisgarh,196233,23113,170760,2360
5474,07/11/2020,Chhattisgarh,197991,23066,172513,2412
5475,08/11/2020,Chhattisgarh,199562,23256,173872,2434
5476,09/11/2020,Chhattisgarh,200937,22361,176129,2447
5477,10/11/2020,Chhattisgarh,202523,21221,178838,2464
5478,11/11/2020,Chhattisgarh,204202,20725,180995,2482
5479,12/11/2020,Chhattisgarh,205923,20226,183190,2507
5480,13/11/2020,Chhattisgarh,207740,20061,185152,2527
5481,14/11/2020,Chhattisgarh,209288,19221,187522,2545
5482,15/11/2020,Chhattisgarh,210004,19275,188167,2562
5483,16/11/2020,Chhattisgarh,210534,19087,188869,2578
5484,17/11/2020,Chhattisgarh,211644,18577,190463,2604
5485,18/11/2020,Chhattisgarh,213365,18561,192181,2623
5486,19/11/2020,Chhattisgarh,215413,18770,193997,2646
5487,20/11/2020,Chhattisgarh,217562,19421,195469,2672
5488,21/11/2020,Chhattisgarh,219404,19817,196896,2691
5489,22/11/2020,Chhattisgarh,221688,20659,198316,2713
5490,23/11/2020,Chhattisgarh,223436,21393,199311,2732
5491,24/11/2020,Chhattisgarh,225497,21926,200825,2746
5492,25/11/2020,Chhattisgarh,227326,22815,201744,2767
5493,26/11/2020,Chhattisgarh,229203,24676,201744,2783
5494,27/11/2020,Chhattisgarh,230956,23957,204198,2801
5495,28/11/2020,Chhattisgarh,232835,21839,208183,2813
5496,29/11/2020,Chhattisgarh,234725,20978,210917,2830
5497,30/11/2020,Chhattisgarh,235998,20641,212517,2840
5498,01/12/2020,Chhattisgarh,237322,19635,214826,2861
5499,02/12/2020,Chhattisgarh,239215,19333,216990,2892
5500,03/12/2020,Chhattisgarh,240863,19749,218195,2919
5501,04/12/2020,Chhattisgarh,242418,19300,220177,2941
5502,05/12/2020,Chhattisgarh,243997,19351,221690,2956
5503,06/12/2020,Chhattisgarh,245580,19533,223070,2977
5504,07/12/2020,Chhattisgarh,246809,20048,223772,2989
5505,08/12/2020,Chhattisgarh,248232,19589,225633,3010
5506,09/12/2020,Chhattisgarh,249699,19516,227158,3025
5507,10/12/2020,Chhattisgarh,251120,19778,228304,3038
5508,11/12/2020,Chhattisgarh,252638,19346,230238,3054
5509,12/12/2020,Chhattisgarh,254129,18346,232715,3068
5510,13/12/2020,Chhattisgarh,255761,18640,234037,3084
5511,14/12/2020,Chhattisgarh,257020,19070,234853,3097
5512,15/12/2020,Chhattisgarh,258635,18931,236588,3116
5513,17/12/2020,Chhattisgarh,261901,17468,241288,3145
5514,18/12/2020,Chhattisgarh,263485,17407,242922,3156
5515,19/12/2020,Chhattisgarh,264898,17488,244247,3163
5516,20/12/2020,Chhattisgarh,266266,17040,246054,3172
5517,21/12/2020,Chhattisgarh,267219,16558,247480,3181
5518,22/12/2020,Chhattisgarh,268477,16060,249218,3199
5519,23/12/2020,Chhattisgarh,269857,15879,250766,3212
5520,24/12/2020,Chhattisgarh,271194,15635,252332,3227
5521,25/12/2020,Chhattisgarh,272426,15153,254024,3249
5522,26/12/2020,Chhattisgarh,273279,14759,255257,3263
5523,27/12/2020,Chhattisgarh,274324,14028,257021,3275
5524,28/12/2020,Chhattisgarh,275149,13701,258155,3293
5525,29/12/2020,Chhattisgarh,276337,12962,260056,3319
5526,30/12/2020,Chhattisgarh,277471,12472,261663,3336
5527,31/12/2020,Chhattisgarh,278540,11939,263251,3350
5528,03/01/2021,Chhattisgarh,281654,10517,267751,3386
5529,04/01/2021,Chhattisgarh,282368,9980,268988,3400
5530,05/01/2021,Chhattisgarh,283515,9766,270337,3412
5531,06/01/2021,Chhattisgarh,284536,9111,271988,3437
5532,07/01/2021,Chhattisgarh,285586,9109,273030,3447
5533,08/01/2021,Chhattisgarh,286596,8859,274283,3454
5534,09/01/2021,Chhattisgarh,287556,9045,275042,3469
5535,10/01/2021,Chhattisgarh,288570,9274,275812,3484
5536,11/01/2021,Chhattisgarh,289231,8967,276774,3490
5537,12/01/2021,Chhattisgarh,290084,8550,278029,3505
5538,13/01/2021,Chhattisgarh,290813,8060,279236,3517
5539,14/01/2021,Chhattisgarh,291484,7791,280166,3527
5540,15/01/2021,Chhattisgarh,292091,7418,281136,3537
5541,16/01/2021,Chhattisgarh,292612,6923,282145,3544
5542,17/01/2021,Chhattisgarh,293178,6867,282760,3551
5543,18/01/2021,Chhattisgarh,293501,6832,283111,3558
5544,19/01/2021,Chhattisgarh,293972,5995,284412,3565
5545,20/01/2021,Chhattisgarh,294355,5932,284848,3575
5546,21/01/2021,Chhattisgarh,294949,5798,285566,3585
5547,22/01/2021,Chhattisgarh,295509,5638,286277,3594
5548,23/01/2021,Chhattisgarh,295949,5308,287040,3601
5549,24/01/2021,Chhattisgarh,296326,5040,287677,3609
5550,25/01/2021,Chhattisgarh,296626,4943,288066,3617
5551,27/01/2021,Chhattisgarh,297429,5021,288764,3644
5552,28/01/2021,Chhattisgarh,297868,4513,289708,3647
5553,29/01/2021,Chhattisgarh,304319,4450,296187,3682
5554,30/01/2021,Chhattisgarh,304689,4358,296642,3689
5555,31/01/2021,Chhattisgarh,305102,4260,297144,3698
5556,01/02/2021,Chhattisgarh,305367,4327,297339,3701
5557,02/02/2021,Chhattisgarh,305689,4124,297859,3706
5558,03/02/2021,Chhattisgarh,306019,4173,298135,3711
5559,04/02/2021,Chhattisgarh,306370,4315,298337,3718
5560,05/02/2021,Chhattisgarh,306743,4295,298724,3724
5561,06/02/2021,Chhattisgarh,307079,4360,298987,3732
5562,07/02/2021,Chhattisgarh,307339,4320,299284,3735
5563,08/02/2021,Chhattisgarh,307525,4290,299494,3741
5564,09/02/2021,Chhattisgarh,307790,4190,299856,3744
5565,10/02/2021,Chhattisgarh,307996,4172,300078,3746
5566,11/02/2021,Chhattisgarh,308218,4073,300390,3755
5567,12/02/2021,Chhattisgarh,308472,3475,301238,3759
5568,13/02/2021,Chhattisgarh,308701,3287,301648,3766
5569,14/02/2021,Chhattisgarh,308930,3255,301904,3771
5570,15/02/2021,Chhattisgarh,309099,3258,302069,3772
5571,16/02/2021,Chhattisgarh,309373,3039,302557,3777
5572,17/02/2021,Chhattisgarh,309623,2905,302935,3783
5573,18/02/2021,Chhattisgarh,309934,3009,303137,3788
5574,19/02/2021,Chhattisgarh,310210,3005,303415,3790
5575,20/02/2021,Chhattisgarh,310469,3039,303637,3793
5576,21/02/2021,Chhattisgarh,310732,3102,303835,3795
5577,22/02/2021,Chhattisgarh,310885,3112,303973,3800
5578,23/02/2021,Chhattisgarh,311159,2998,304355,3806
5579,24/02/2021,Chhattisgarh,311433,2977,304647,3809
5580,25/02/2021,Chhattisgarh,311680,2911,304956,3813
5581,26/02/2021,Chhattisgarh,311900,2865,305214,3821
5582,27/02/2021,Chhattisgarh,312179,2827,305524,3828
5583,01/03/2021,Chhattisgarh,312560,2774,305951,3835
5584,02/03/2021,Chhattisgarh,312816,2880,306094,3842
5585,03/03/2021,Chhattisgarh,313032,2836,306352,3844
5586,04/03/2021,Chhattisgarh,313299,2961,306490,3848
5587,06/03/2021,Chhattisgarh,313808,2816,307138,3854
5588,07/03/2021,Chhattisgarh,314098,2721,307522,3855
5589,08/03/2021,Chhattisgarh,314320,2820,307642,3858
5590,09/03/2021,Chhattisgarh,314640,2919,307862,3859
5591,10/03/2021,Chhattisgarh,315030,3023,308143,3864
5592,11/03/2021,Chhattisgarh,315486,3345,308269,3872
5593,13/03/2021,Chhattisgarh,316311,3577,308854,3880
5594,14/03/2021,Chhattisgarh,316854,3770,309198,3886
5595,15/03/2021,Chhattisgarh,317329,4006,309433,3890
5596,16/03/2021,Chhattisgarh,317974,4098,309979,3897
5597,17/03/2021,Chhattisgarh,318830,4661,310260,3909
5598,18/03/2021,Chhattisgarh,319717,5299,310503,3915
5599,19/03/2021,Chhattisgarh,320783,6025,310838,3920
5600,20/03/2021,Chhattisgarh,321880,6753,311198,3929
5601,21/03/2021,Chhattisgarh,323153,7693,311520,3940
5602,22/03/2021,Chhattisgarh,324153,8442,311761,3950
5603,23/03/2021,Chhattisgarh,325678,9205,312511,3962
5604,24/03/2021,Chhattisgarh,327588,10491,313115,3982
5605,25/03/2021,Chhattisgarh,329694,11934,313749,4011
5606,27/03/2021,Chhattisgarh,334778,15307,315423,4048
5607,28/03/2021,Chhattisgarh,337940,17836,316043,4061
5608,29/03/2021,Chhattisgarh,340093,19239,316778,4076
5609,30/03/2021,Chhattisgarh,341516,20181,317239,4096
5610,31/03/2021,Chhattisgarh,344624,22057,318436,4131
5611,01/04/2021,Chhattisgarh,349187,25529,319488,4170
5612,02/04/2021,Chhattisgarh,353804,28987,320613,4204
5613,03/04/2021,Chhattisgarh,357978,31858,321873,4247
5614,04/04/2021,Chhattisgarh,363796,36312,323201,4283
5615,05/04/2021,Chhattisgarh,369046,38450,326277,4319
5616,06/04/2021,Chhattisgarh,376348,44296,327689,4363
5617,07/04/2021,Chhattisgarh,386269,52445,329408,4416
5618,08/04/2021,Chhattisgarh,396579,58883,333227,4469
5619,09/04/2021,Chhattisgarh,407231,68125,334543,4563
5620,10/04/2021,Chhattisgarh,418678,76868,337156,4654
5621,11/04/2021,Chhattisgarh,432776,85860,342139,4777
5622,12/04/2021,Chhattisgarh,443297,90277,348121,4899
5623,13/04/2021,Chhattisgarh,456873,98856,352986,5031
5624,14/04/2021,Chhattisgarh,471994,109139,357668,5187
5625,15/04/2021,Chhattisgarh,486244,118636,362301,5307
5626,16/04/2021,Chhattisgarh,501500,121769,374289,5442
5627,17/04/2021,Chhattisgarh,516412,124303,386529,5580
5628,18/04/2021,Chhattisgarh,532495,130400,396357,5738
5629,19/04/2021,Chhattisgarh,544840,128019,410913,5908
5630,20/04/2021,Chhattisgarh,558674,129000,423591,6083
5631,21/04/2021,Chhattisgarh,574299,125688,442337,6274
5632,22/04/2021,Chhattisgarh,588818,122751,459600,6467
5633,23/04/2021,Chhattisgarh,605568,121555,477339,6674
5634,24/04/2021,Chhattisgarh,622965,123479,492593,6893
5635,25/04/2021,Chhattisgarh,639696,122963,509622,7111
5636,26/04/2021,Chhattisgarh,652362,123835,521217,7310
5637,27/04/2021,Chhattisgarh,667446,121352,538558,7536
5638,28/04/2021,Chhattisgarh,682339,119068,555489,7782
5639,29/04/2021,Chhattisgarh,697902,118846,570995,8061
5640,30/04/2021,Chhattisgarh,713706,117910,587484,8312
5641,01/05/2021,Chhattisgarh,728700,118958,601161,8581
5642,02/05/2021,Chhattisgarh,744602,121099,614693,8810
5643,03/05/2021,Chhattisgarh,756427,120367,627051,9009
5644,04/05/2021,Chhattisgarh,771701,120977,641449,9275
5645,05/05/2021,Chhattisgarh,787486,124459,653542,9485
5646,06/05/2021,Chhattisgarh,802643,129211,663694,9738
5647,07/05/2021,Chhattisgarh,816489,131245,675294,9950
5648,08/05/2021,Chhattisgarh,830117,131041,688918,10158
5649,09/05/2021,Chhattisgarh,842356,130859,701116,10381
5650,10/05/2021,Chhattisgarh,851476,126547,714359,10570
5651,11/05/2021,Chhattisgarh,863343,125104,727497,10742
5652,12/05/2021,Chhattisgarh,873060,121836,740283,10941
5653,13/05/2021,Chhattisgarh,883210,122798,749318,11094
5654,14/05/2021,Chhattisgarh,883210,122798,749318,11094
5655,15/05/2021,Chhattisgarh,892331,119450,761592,11289
5656,16/05/2021,Chhattisgarh,907589,110401,785598,11590
5657,17/05/2021,Chhattisgarh,912477,103593,797150,11734
5658,18/05/2021,Chhattisgarh,919054,96156,811015,11883
5659,19/05/2021,Chhattisgarh,925531,90382,823113,12036
5660,20/05/2021,Chhattisgarh,931211,85868,833161,12182
5661,21/05/2021,Chhattisgarh,936423,81466,842662,12295
5662,22/05/2021,Chhattisgarh,941366,76446,852529,12391
5663,23/05/2021,Chhattisgarh,945694,70540,862660,12494
5664,24/05/2021,Chhattisgarh,949000,65774,870640,12586
5665,25/05/2021,Chhattisgarh,953209,60938,879625,12646
5666,26/05/2021,Chhattisgarh,956715,56474,887518,12723
5667,27/05/2021,Chhattisgarh,959544,53480,893285,12779
5668,28/05/2021,Chhattisgarh,962368,49420,900100,12848
5669,30/05/2021,Chhattisgarh,967645,42914,911752,12979
5670,31/05/2021,Chhattisgarh,969300,39261,917023,13016
5671,01/06/2021,Chhattisgarh,971463,35741,922674,13048
5672,02/06/2021,Chhattisgarh,973349,33127,927145,13077
5673,03/06/2021,Chhattisgarh,975141,31635,930389,13117
5674,04/06/2021,Chhattisgarh,976760,29378,934243,13139
5675,05/06/2021,Chhattisgarh,978220,26977,938081,13162
5676,06/06/2021,Chhattisgarh,979576,24895,941489,13192
5677,07/06/2021,Chhattisgarh,980575,23280,944078,13217
5678,08/06/2021,Chhattisgarh,981860,21090,947527,13243
5679,09/06/2021,Chhattisgarh,982962,19471,950234,13257
5680,10/06/2021,Chhattisgarh,983916,18113,952532,13271
5681,11/06/2021,Chhattisgarh,984950,17275,954390,13285
5682,12/06/2021,Chhattisgarh,985691,15932,956459,13300
5683,13/06/2021,Chhattisgarh,986504,15082,958111,13311
5684,14/06/2021,Chhattisgarh,986963,13677,959969,13317
5685,15/06/2021,Chhattisgarh,987563,12660,961569,13334
5686,16/06/2021,Chhattisgarh,988172,11717,963113,13342
5687,17/06/2021,Chhattisgarh,988745,11126,964265,13354
5688,18/06/2021,Chhattisgarh,989335,10682,965292,13361
5689,19/06/2021,Chhattisgarh,989844,10062,966414,13368
5690,20/06/2021,Chhattisgarh,990323,9531,967415,13377
5691,21/06/2021,Chhattisgarh,990675,9192,968096,13387
5692,22/06/2021,Chhattisgarh,991171,8564,969212,13395
5693,23/06/2021,Chhattisgarh,991653,8007,970244,13402
5694,25/06/2021,Chhattisgarh,992391,7314,971662,13415
5695,26/06/2021,Chhattisgarh,992684,6889,972372,13423
5696,27/06/2021,Chhattisgarh,993045,6720,972898,13427
5697,28/06/2021,Chhattisgarh,993289,6596,973262,13431
5698,29/06/2021,Chhattisgarh,993694,6208,974049,13437
5699,30/06/2021,Chhattisgarh,994077,5914,974725,13438
5700,01/07/2021,Chhattisgarh,994480,5964,975077,13439
5701,02/07/2021,Chhattisgarh,994890,5787,975658,13445
5702,03/07/2021,Chhattisgarh,995195,5620,976125,13450
5703,04/07/2021,Chhattisgarh,995489,5330,976706,13453
5704,05/07/2021,Chhattisgarh,995718,5345,976917,13456
5705,06/07/2021,Chhattisgarh,996037,5220,977360,13457
5706,07/07/2021,Chhattisgarh,996359,5004,977893,13462
5707,08/07/2021,Chhattisgarh,996689,5017,978208,13464
5708,09/07/2021,Chhattisgarh,997035,4914,978654,13467
5709,10/07/2021,Chhattisgarh,997426,4993,978961,13472
5710,11/07/2021,Chhattisgarh,997785,4862,979448,13475
5711,12/07/2021,Chhattisgarh,997973,4784,979711,13478
5712,13/07/2021,Chhattisgarh,998270,4517,980275,13478
5713,14/07/2021,Chhattisgarh,998565,4150,980933,13482
5714,15/07/2021,Chhattisgarh,998817,4028,981303,13486
5715,16/07/2021,Chhattisgarh,999150,4016,981645,13489
5716,17/07/2021,Chhattisgarh,999462,3967,982003,13492
5717,18/07/2021,Chhattisgarh,999688,3837,982357,13494
5718,19/07/2021,Chhattisgarh,999853,3719,982638,13496
5719,21/07/2021,Chhattisgarh,1000358,3334,983520,13504
5720,22/07/2021,Chhattisgarh,1000546,3384,983656,13506
5721,26/07/2021,Chhattisgarh,1001167,2738,984913,13516
5722,27/07/2021,Chhattisgarh,1001359,2518,985324,13517
5723,28/07/2021,Chhattisgarh,1001487,2390,985578,13519
5724,29/07/2021,Chhattisgarh,1001651,2226,985905,13520
5725,30/07/2021,Chhattisgarh,1001781,2086,986175,13520
5726,31/07/2021,Chhattisgarh,1001906,1965,986418,13523
5727,01/08/2021,Chhattisgarh,1002008,1863,986621,13524
5728,02/08/2021,Chhattisgarh,1002222,1919,986778,13525
5729,03/08/2021,Chhattisgarh,1002458,1918,987012,13528
5730,04/08/2021,Chhattisgarh,1002600,1881,987189,13530
5731,05/08/2021,Chhattisgarh,1002735,1906,987298,13531
5732,06/08/2021,Chhattisgarh,1002849,1830,987486,13533
5733,07/08/2021,Chhattisgarh,1002958,1780,987642,13536
5734,08/08/2021,Chhattisgarh,1003078,1735,987804,13539
5735,09/08/2021,Chhattisgarh,1003154,1721,987893,13540
5736,10/08/2021,Chhattisgarh,1003244,1700,988004,13540
5737,11/08/2021,Chhattisgarh,1003356,1623,988189,13544
5738,12/08/2021,Chhattisgarh,1003439,1557,988337,13545
5739,13/08/2021,Chhattisgarh,1003537,1509,988483,13545
5740,14/08/2021,Chhattisgarh,1003614,1423,988646,13545
5741,15/08/2021,Chhattisgarh,1003697,1361,988790,13546
5742,16/08/2021,Chhattisgarh,1003746,1295,988904,13547
5743,17/08/2021,Chhattisgarh,1003814,1138,989128,13548
5744,18/08/2021,Chhattisgarh,1003870,1037,989284,13549
5745,19/08/2021,Chhattisgarh,1003934,974,989411,13549
5746,20/08/2021,Chhattisgarh,1003995,959,989485,13551
5747,21/08/2021,Chhattisgarh,1004043,931,989560,13552
5748,22/08/2021,Chhattisgarh,1004117,897,989668,13552
5749,23/08/2021,Chhattisgarh,1004144,863,989728,13553
5750,24/08/2021,Chhattisgarh,1004183,709,989920,13554
5751,25/08/2021,Chhattisgarh,1004230,653,990022,13555
5752,26/08/2021,Chhattisgarh,1004282,627,990100,13555
5753,27/08/2021,Chhattisgarh,1004329,595,990179,13555
5754,28/08/2021,Chhattisgarh,1004360,545,990260,13555
5755,29/08/2021,Chhattisgarh,1004379,510,990314,13555
5756,30/08/2021,Chhattisgarh,1004398,480,990363,13555
5757,31/08/2021,Chhattisgarh,1004420,439,990426,13555
5758,01/09/2021,Chhattisgarh,1004451,412,990484,13555
5759,02/09/2021,Chhattisgarh,1004482,391,990536,13555
5760,03/09/2021,Chhattisgarh,1004528,385,990588,13555
5761,04/09/2021,Chhattisgarh,1004565,381,990628,13556
5762,05/09/2021,Chhattisgarh,1004611,381,990674,13556
5763,06/09/2021,Chhattisgarh,1004635,368,990711,13556
5764,07/09/2021,Chhattisgarh,1004772,390,990825,13557
5765,08/09/2021,Chhattisgarh,1004724,364,990803,13557
5766,09/09/2021,Chhattisgarh,1004772,390,990825,13557
5767,10/09/2021,Chhattisgarh,1004820,391,990871,13558
5768,11/09/2021,Chhattisgarh,1004844,379,990907,13558
5769,12/09/2021,Chhattisgarh,1004844,379,990907,13558
5770,13/09/2021,Chhattisgarh,1004864,376,990930,13558
5771,14/09/2021,Chhattisgarh,1004902,376,990968,13558
5772,15/09/2021,Chhattisgarh,1004937,371,991007,13559
5773,16/09/2021,Chhattisgarh,1004957,350,991048,13559
5774,18/09/2021,Chhattisgarh,1005014,346,991108,13560
5775,19/09/2021,Chhattisgarh,1005042,332,991150,13560
5776,20/09/2021,Chhattisgarh,1005056,304,991191,13561
5777,21/09/2021,Chhattisgarh,1005094,297,991234,13563
5778,22/09/2021,Chhattisgarh,1005120,297,991260,13563
5779,23/09/2021,Chhattisgarh,1005146,300,991283,13563
5780,24/09/2021,Chhattisgarh,1005176,307,991306,13563
5781,25/09/2021,Chhattisgarh,1005202,300,991339,13563
5782,26/09/2021,Chhattisgarh,1005229,294,991371,13564
